Required Concept,CUI,Preferred Name
,C0548063,Retape endotracheal tube.
,C0553891,Tracheal Extubation
,C0587273,Armored endotracheal tube
,C0587274,RAE endotracheal tube
bronchodilator,C0006280,Bronchodilator Agents
,C0354764,"BRONCHODILATORS,ANTICHOLINERGIC"
,C0354772,Xanthine bronchodilators
,C0578554,Inhaled bronchodilator therapy
,C1874324,ANTITUSSIVE/BRONCHODILATOR
,C2599594,post bronchodilator
,C2599602,pre bronchodilator
,C3179385,Bronchodilator Effect
,C3505962,using bronchodilator
,C3548479,response to bronchodilator
,C0306790,Metaprel Inhalation Aerosol Bronchodilator
,C0412899,Poisoning by bronchodilator drug
,C0545456,"Spirometry, before and after bronchodilator"
,C0568710,Accidental poisoning by bronchodilator drug
,C0568711,Intentional poisoning by bronchodilator drug
,C0569780,Bronchodilator preparations adverse reaction
,C0571077,Bronchodilator preparations allergy
,C0573318,Bronchodilator preparations overdose
,C0573319,Accidental bronchodilator preparations overdose
,C0573320,Intentional bronchodilator preparations overdose
,C1532420,Reversibility trial by bronchodilator
,C1736641,Inhaled bronchodilator prescribed (COPD)
,C2018742,post-bronchodilator spirometry
,C2018743,pre-bronchodilator spirometry
,C4304312,Inhaled bronchodilator not prescribed
aspirin,C0004057,Aspirin
,C1454756,N-acetyl-S-(alpha-methyl-4-(2-methylpropyl)benzeneacetyl)cysteine 4-(nitrooxy)butyl ester
,C3843719,Aspirin or aspirin-containing product
,C0002370,Aluminum aspirin
,C0004058,Aspirin allergy
,C0004059,aspirin intolerance
,C0004060,Poisoning by aspirin
,C0050535,acetylsalicylic acid hydrolase
,C0067608,N-3'a-propylphenazonyl-2-acetoxybenzamide
,C0101202,acetylsalicylic acid lysinate
,C0161544,Poisoning by salicylate
,C0200445,Aspirin Tolerance Test
,C0202463,Salicylate measurement
,C0238700,ASPIRIN INGESTION
,C0306073,Empirin Aspirin
,C0308358,ASPIRIN BOLUSES
,C0360475,Aspirin Rectal Product
,C0526510,Aspirin / Codeine
,C0572036,Aspirin overdose
,C0612586,methyl acetylsalicylic acid
,C0614093,succinylamino aspirin
,C0717441,Aspirin / butalbital
,C0717442,Aspirin / Caffeine
,C0717443,Aspirin / Carisoprodol
,C0717444,Aspirin / Diphenhydramine
