Required Concept,CUI,Preferred Name
,C2004697,abrasion of arm
,C2004698,abrasion of axilla
,C2004705,abrasion of elbow
,C2004706,abrasion of eyebrow
,C2004720,abrasion of gum
,C2004731,abrasion of labia
,C2004792,abrasion of lip
,C2004798,abrasion of maxilla
,C2004803,abrasion of middle of back
,C2042009,abrasion of sclera
,C2042012,abrasion of scrotum
,C2042018,abrasion of temple
,C2042020,abrasion of testes
penetrations,C0205321,Penetration
,C0015409,"Eye Injuries, Penetrating"
,C0037269,Skin Absorption
,C0037850,Sperm-Zona Pellucida Penetration
,C0403828,Failure of penetration
,C0423746,Pain on penetration
,C0425735,Penetration impossible
,C0556623,Vaginal penetration
,C0556628,Anal penetration
,C0556632,Oral penetrative intercourse
,C1656555,viral entry into host cell
,C0030925,Peptic Ulcer Perforation
,C0160472,nonmagnetic foreign body eye
,C0180395,Protective barrier strike-through detector
,C0202542,Sperm evaluation by cervical mucus penetration test
,C0232422,Increased percutaneous penetration
,C0232423,Decreased percutaneous penetration
,C0240154,LARVAL SKIN PENETRATION SITE
,C0425755,Penetration without ejaculation
,C0430990,Sperm evaluation by hamster penetration test
,C0449284,Extent of radial penetration
,C0493266,"TEST, CERVICAL MUCUS PENETRATION"
,C0520753,Swallowed Foreign Body in Digestive System
,C0522155,Spermatozoa penetration of cervical mucus
burn,C0006434,Burn injury
,C0332686,First degree burn
,C0332687,Second degree burn
,C0332689,Deep third degree burn injury
,C0332690,Burn injury with charring
,C0339202,Burn of sclera
,C0418330,Self injury by cigarette burn
,C0433445,Third degree burn
,C0565944,Burn of skin of body region
,C0742238,CHEEK INJURY BURN
,C0743762,FACE INJURY BURN
,C0743763,FACE INJURY BURN FLASH
,C0744021,FINGER INJURY BURN
,C1292521,Specimen from burn injury
,C1321038,Tangential shave of burn injury
,C4036240,Injury-Topical Chemical Burn
,C0418331,Self injury with external chemical burn
,C1827444,Scleral wound burn
tenderness,C0234233,Sore to touch
,C0684239,Emotional tenderness
,C0151206,Scalp tenderness
,C0151767,Liver tender
,C0232498,Abdominal tenderness
,C0234242,Pain and tenderness
,C0234246,Rebound tenderness
,C0235634,Renal angle tenderness
,C0238594,Adnexal tenderness
,C0238745,back tenderness
,C0238807,Bone tenderness
,C0238861,BURSAL TENDERNESS
,C0238883,CALF TENDERNESS
,C0238964,CERVICAL TENDERNESS
,C0239008,Chest wall tenderness
,C0239230,EAR TENDERNESS
,C0239279,Epididymal tenderness
,C0239408,Tenderness in limb
,C0239435,Tenderness eye
,C0239470,tenderness on palpation of eyelid
,C0239532,Facial tenderness
,C0239610,FINGERTIP TENDERNESS
,C0239682,FOREHEAD TENDERNESS
,C0239730,GENITAL TENDERNESS
,C0239739,Tenderness of gums
,C0239933,HEEL TENDERNESS
,C0239959,HIP TENDERNESS
,C0240094,Joint tenderness
,C0240299,tenderness on palpation of mandible
,C0240308,Tender mastoid
,C0240419,Muscle tenderness
,C0240491,Tenderness of neck
,C0240521,Nipple tenderness
,C0240578,Nose tender
,C0240755,PHARYNGEAL TENDERNESS
,C0240813,Prostate tender
,C0240877,rectal tenderness
,C0241044,SHOULDER TENDERNESS
,C0241164,Skin tenderness
,C0241229,Spleen tender
,C0241246,tender sternum on palpation
,C0241318,SYNOVIAL TENDERNESS
,C0262397,Breast tenderness
,C0456566,Tender larynx
,C0520959,Tenderness absent
,C0555781,O/E - tenderness
,C0566922,Vulva tender
,C0567013,Vaginal tenderness
,C0567083,Tender body of uterus
,C0567228,Cervix tender
swelling,C0013604,Edema
,C0038999,Swelling
,C0577599,Swelling absent
,C1411141,wandering swelling
,C0000731,Abdomen distended
,C0006114,Cerebral Edema
,C0006152,Swelling of breast
,C0026244,Mitochondrial Swelling
,C0035333,Retinitis
,C0151602,Facial swelling (finding)
,C0152031,Joint swelling
,C0158369,Swelling of limb
,C0162285,Edema of eyelid
,C0221608,SYNOVIAL SWELLING
,C0221662,BURSAL SWELLING
,C0231094,Structure of maxillary process of embryo
,C0231096,Structure of lateral nasal process
,C0231097,Structure of medial nasal process
,C0232960,Premenstrual swelling
,C0234939,Inflammatory swelling
,C0235324,Dental swelling
,C0235439,Ankle edema (finding)
,C0236003,Mucous membrane swelling
,C0236024,Edema of pharynx
,C0236068,Tongue swelling
,C0238593,swelling of adenoids
,C0238882,Swollen calf
,C0238963,cervical swelling
,C0238977,swelling of cheek
,C0239285,EPIPHYSEAL SWELLING
,C0239598,Swelling of finger
,C0239932,HEEL SWELLING
,C0239958,Hip swelling
,C0240012,INSTEP SWELLING
,C0240130,Swollen knee region
,C0240138,knuckle swelling
,C0240211,Lip swelling
,C0240298,Mandibular swelling
,C0240307,Swelling over mastoid
,C0240382,Mouth swelling
,C0240459,Swollen nasopharynx
,C0240520,Swelling of nipple
,C0240577,Swollen nose
,C0240614,OVARIAN SWELLING
,C0240654,PALMAR SWELLING
,C0240719,Perineal swelling
,C0241043,swelling of shoulder
,C0241277,Swelling of subcutaneous tissue
,C0241287,SUBMAXILLARY SWELLING
,C0241353,Testicular mass
